video_id,filename,file_path,label,split,status,num_frames,num_features
sErq0TJMKEo,sErq0TJMKEo_Unit 10 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_sErq0TJMKEo.pt,nice,train,success,99,1629
sErq0TJMKEo,sErq0TJMKEo_Unit 10 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_sErq0TJMKEo.pt,big,train,success,116,1629
y3Vd7SZ_bp4,y3Vd7SZ_bp4_Chores & Duties ｜ ASL - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_y3Vd7SZ_bp4.pt,nice,train,success,52,1629
y3Vd7SZ_bp4,y3Vd7SZ_bp4_Chores & Duties ｜ ASL - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_y3Vd7SZ_bp4.pt,nice,train,skipped (already processed),,
y3Vd7SZ_bp4,y3Vd7SZ_bp4_Chores & Duties ｜ ASL - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_y3Vd7SZ_bp4.pt,nice,train,skipped (already processed),,
fKjsdtMU3fc,fKjsdtMU3fc_Unit 6 Vocabulary.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_fKjsdtMU3fc.pt,happy,train,success,83,1629
fKjsdtMU3fc,fKjsdtMU3fc_Unit 6 Vocabulary.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_fKjsdtMU3fc.pt,happy,train,skipped (already processed),,
fKjsdtMU3fc,fKjsdtMU3fc_Unit 6 Vocabulary.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_fKjsdtMU3fc.pt,happy,train,skipped (already processed),,
fKjsdtMU3fc,fKjsdtMU3fc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_fKjsdtMU3fc.pt,like,train,success,128,1629
fKjsdtMU3fc,fKjsdtMU3fc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_fKjsdtMU3fc.pt,like,train,skipped (already processed),,
hJZhwVjk-eo,hJZhwVjk-eo.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_hJZhwVjk-eo.pt,teacher,train,success,106,1629
L-Pqbf0SSBk,L-Pqbf0SSBk_white.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_L-Pqbf0SSBk.pt,white,train,success,42,1629
L-Pqbf0SSBk,L-Pqbf0SSBk_white.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_L-Pqbf0SSBk.pt,white,train,skipped (already processed),,
L-Pqbf0SSBk,L-Pqbf0SSBk_white.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_L-Pqbf0SSBk.pt,white,train,skipped (already processed),,
L-Pqbf0SSBk,L-Pqbf0SSBk_white.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_L-Pqbf0SSBk.pt,white,train,skipped (already processed),,
QTbj2GM5ohs,QTbj2GM5ohs_First 100 ADJECTIVES.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_QTbj2GM5ohs.pt,big,train,success,95,1629
QTbj2GM5ohs,QTbj2GM5ohs_First 100 ADJECTIVES.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_QTbj2GM5ohs.pt,happy,train,success,121,1629
QTbj2GM5ohs,QTbj2GM5ohs_First 100 ADJECTIVES.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_QTbj2GM5ohs.pt,nice,train,success,113,1629
QTbj2GM5ohs,QTbj2GM5ohs_First 100 ADJECTIVES.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_QTbj2GM5ohs.pt,white,train,success,116,1629
my4mxg6lXYQ,my4mxg6lXYQ_Unit 2 Vocabulary ｜ ASL Level 1 - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_my4mxg6lXYQ.pt,teacher,train,success,78,1629
my4mxg6lXYQ,my4mxg6lXYQ_Unit 2 Vocabulary ｜ ASL Level 1 - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_my4mxg6lXYQ.pt,what,train,success,102,1629
PECnHSUMRO0,PECnHSUMRO0_Sign for BOY from page 13.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_PECnHSUMRO0.pt,boy,train,success,53,1629
LPyvlWpL-xk,LPyvlWpL-xk_Unit 10 Vocabulary - Part 2.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_LPyvlWpL-xk.pt,nice,train,success,91,1629
LPyvlWpL-xk,LPyvlWpL-xk_Unit 10 Vocabulary - Part 2.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_LPyvlWpL-xk.pt,nice,train,skipped (already processed),,
LPyvlWpL-xk,LPyvlWpL-xk_Unit 10 Vocabulary - Part 2.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_LPyvlWpL-xk.pt,big,train,success,57,1629
LPyvlWpL-xk,LPyvlWpL-xk_Unit 10 Vocabulary - Part 2.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_LPyvlWpL-xk.pt,big,train,skipped (already processed),,
FHqEKmOxDVQ,FHqEKmOxDVQ_ASL Vocabulary ＂sister＂.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_FHqEKmOxDVQ.pt,sister,train,success,81,1629
FHqEKmOxDVQ,FHqEKmOxDVQ_ASL Vocabulary ＂sister＂.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_FHqEKmOxDVQ.pt,sister,train,skipped (already processed),,
Wuyexm8oBFk,Wuyexm8oBFk_pretty - ASL sign for pretty.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_Wuyexm8oBFk.pt,beautiful,train,success,107,1629
Wuyexm8oBFk,Wuyexm8oBFk_pretty - ASL sign for pretty.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_Wuyexm8oBFk.pt,beautiful,train,skipped (already processed),,
Wuyexm8oBFk,Wuyexm8oBFk_pretty - ASL sign for pretty.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_Wuyexm8oBFk.pt,beautiful,train,skipped (already processed),,
MZboKry8fo0,MZboKry8fo0_White.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_MZboKry8fo0.pt,white,train,success,120,1629
mfrGIHTnKvI,mfrGIHTnKvI_ASL Signs for family and basic school related words.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_mfrGIHTnKvI.pt,boy,train,success,65,1629
mfrGIHTnKvI,mfrGIHTnKvI_ASL Signs for family and basic school related words.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_mfrGIHTnKvI.pt,sister,train,success,47,1629
mfrGIHTnKvI,mfrGIHTnKvI_ASL Signs for family and basic school related words.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_mfrGIHTnKvI.pt,teacher,train,success,62,1629
mfrGIHTnKvI,mfrGIHTnKvI_ASL Signs for family and basic school related words.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_mfrGIHTnKvI.pt,no,train,success,61,1629
mfrGIHTnKvI,mfrGIHTnKvI_ASL Signs for family and basic school related words.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_mfrGIHTnKvI.pt,white,train,success,48,1629
TwkGS9TjUX8,TwkGS9TjUX8_ASL 1： Unit 4 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_TwkGS9TjUX8.pt,boy,train,success,179,1629
TwkGS9TjUX8,TwkGS9TjUX8_ASL 1： Unit 4 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_TwkGS9TjUX8.pt,sister,train,success,72,1629
TwkGS9TjUX8,TwkGS9TjUX8.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_TwkGS9TjUX8.pt,like,train,success,50,1629
TwkGS9TjUX8,TwkGS9TjUX8_ASL 1： Unit 4 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_TwkGS9TjUX8.pt,beautiful,train,success,180,1629
u0XAd3TkGaA,u0XAd3TkGaA_UNIT 9 VOCABULARY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_u0XAd3TkGaA.pt,nice,train,success,105,1629
u0XAd3TkGaA,u0XAd3TkGaA_UNIT 9 VOCABULARY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_u0XAd3TkGaA.pt,nice,train,skipped (already processed),,
u0XAd3TkGaA,u0XAd3TkGaA_UNIT 9 VOCABULARY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_u0XAd3TkGaA.pt,beautiful,train,success,148,1629
u0XAd3TkGaA,u0XAd3TkGaA_UNIT 9 VOCABULARY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_u0XAd3TkGaA.pt,beautiful,train,skipped (already processed),,
u0XAd3TkGaA,u0XAd3TkGaA_UNIT 9 VOCABULARY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_u0XAd3TkGaA.pt,good,train,success,85,1629
u0XAd3TkGaA,u0XAd3TkGaA_UNIT 9 VOCABULARY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_u0XAd3TkGaA.pt,good,train,skipped (already processed),,
bq-HmgjGzmw,bq-HmgjGzmw_Unit 08 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_bq-HmgjGzmw.pt,friend,train,success,119,1629
f7COHRpmVKA,f7COHRpmVKA_ASL 1： Unit 2 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_f7COHRpmVKA.pt,teacher,train,success,151,1629
X7z-Z1kJwp4,X7z-Z1kJwp4_what.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_X7z-Z1kJwp4.pt,what,train,success,50,1629
X7z-Z1kJwp4,X7z-Z1kJwp4_what.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_X7z-Z1kJwp4.pt,what,train,skipped (already processed),,
X7z-Z1kJwp4,X7z-Z1kJwp4_what.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_X7z-Z1kJwp4.pt,what,train,skipped (already processed),,
X7z-Z1kJwp4,X7z-Z1kJwp4_what.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_X7z-Z1kJwp4.pt,what,train,skipped (already processed),,
OzkMuzJUdDc,OzkMuzJUdDc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_OzkMuzJUdDc.pt,like,train,success,72,1629
OzkMuzJUdDc,OzkMuzJUdDc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_OzkMuzJUdDc.pt,like,train,skipped (already processed),,
nyUDOPmQlZQ,nyUDOPmQlZQ.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_nyUDOPmQlZQ.pt,no,train,success,105,1629
xu9VvX1Vbck,xu9VvX1Vbck_ASL Dictionary - Teacher.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_xu9VvX1Vbck.pt,teacher,train,success,58,1629
FVjpLa8GqeM,FVjpLa8GqeM.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_FVjpLa8GqeM.pt,hello,train,success,53,1629
hLF-XX4op04,hLF-XX4op04_Sign FRIEND.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_hLF-XX4op04.pt,friend,train,success,131,1629
rTykxVBxc00,rTykxVBxc00_Sign for NO (Lexicalized sign) from page 15.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_rTykxVBxc00.pt,no,train,success,52,1629
z8e_-viWx9E,z8e_-viWx9E_Robber and the Geek Vocab video for ASL class.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_z8e_-viWx9E.pt,what,train,success,127,1629
D0Aq3IzYnUU,D0Aq3IzYnUU_white - ASL sign for white.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_D0Aq3IzYnUU.pt,white,train,success,171,1629
D0Aq3IzYnUU,D0Aq3IzYnUU_white - ASL sign for white.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_D0Aq3IzYnUU.pt,white,train,skipped (already processed),,
MCnRMFNuztI,MCnRMFNuztI_SISTER.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_MCnRMFNuztI.pt,sister,train,success,72,1629
PygPDLrGBwE,PygPDLrGBwE_GOOD.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_PygPDLrGBwE.pt,good,train,success,70,1629
QisLkDnvcpE,QisLkDnvcpE_Types of Housing.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_QisLkDnvcpE.pt,big,train,success,71,1629
QisLkDnvcpE,QisLkDnvcpE_Types of Housing.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_QisLkDnvcpE.pt,big,train,skipped (already processed),,
xO0FZwvScOI,xO0FZwvScOI_Nice.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_xO0FZwvScOI.pt,nice,train,success,109,1629
mCjHYreiZ24,mCjHYreiZ24.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_mCjHYreiZ24.pt,like,train,success,149,1629
mCjHYreiZ24,mCjHYreiZ24.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_mCjHYreiZ24.pt,white,train,success,149,1629
6XcxbPfP5YQ,6XcxbPfP5YQ_First 100 Social Function.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_6XcxbPfP5YQ.pt,no,train,success,92,1629
3zoqSvF0Z2A,3zoqSvF0Z2A.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_3zoqSvF0Z2A.pt,white,train,success,49,1629
3zoqSvF0Z2A,3zoqSvF0Z2A_ASL UNIT 1 VOCAB ｜ signing naturally.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_3zoqSvF0Z2A.pt,hello,train,success,67,1629
aeZKNdfmbPo,aeZKNdfmbPo_what - ASL sign for what.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_aeZKNdfmbPo.pt,what,train,success,121,1629
aeZKNdfmbPo,aeZKNdfmbPo_what - ASL sign for what.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_aeZKNdfmbPo.pt,what,train,skipped (already processed),,
m5H0ypryFRM,m5H0ypryFRM_ASL： Happy שמח.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_m5H0ypryFRM.pt,happy,train,success,68,1629
1udGGPLkA-Q,1udGGPLkA-Q.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_1udGGPLkA-Q.pt,what,train,success,61,1629
aMtB6wxdKg8,aMtB6wxdKg8_ASL： Friend ידיד.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_aMtB6wxdKg8.pt,friend,train,success,101,1629
NOZSXL8Z_Q4,NOZSXL8Z_Q4_SWIC Community Ed - Class Four.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_NOZSXL8Z_Q4.pt,teacher,train,success,90,1629
NOZSXL8Z_Q4,NOZSXL8Z_Q4_SWIC Community Ed - Class Four.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_NOZSXL8Z_Q4.pt,nice,train,success,91,1629
K4lo0NZDlH8,K4lo0NZDlH8_ASL school vocab.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_K4lo0NZDlH8.pt,teacher,train,success,67,1629
K4lo0NZDlH8,K4lo0NZDlH8_ASL school vocab.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_K4lo0NZDlH8.pt,friend,train,success,68,1629
qK3SqANZheA,qK3SqANZheA.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_qK3SqANZheA.pt,like,train,success,80,1629
ukG3s9WX7U4,ukG3s9WX7U4_ASL Lesson 13   Describing.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_ukG3s9WX7U4.pt,beautiful,train,success,88,1629
4g_w14wZGoA,4g_w14wZGoA_How to sign Sister - ASL Vocabulary Series.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_4g_w14wZGoA.pt,sister,train,success,91,1629
jmlYtEoHKiY,jmlYtEoHKiY_No.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_jmlYtEoHKiY.pt,no,train,success,157,1629
5sMmseav-dU,5sMmseav-dU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_5sMmseav-dU.pt,white,train,success,87,1629
0ftvRe7oD2c,0ftvRe7oD2c_BIG.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_0ftvRe7oD2c.pt,big,train,success,31,1629
fnhiGz4qE_I,fnhiGz4qE_I_Important Emotion signs.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_fnhiGz4qE_I.pt,happy,train,success,48,1629
fnhiGz4qE_I,fnhiGz4qE_I_Important Emotion signs.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_fnhiGz4qE_I.pt,happy,train,skipped (already processed),,
8hBFgtJOZaE,8hBFgtJOZaE.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_8hBFgtJOZaE.pt,white,train,success,81,1629
8hBFgtJOZaE,8hBFgtJOZaE.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_8hBFgtJOZaE.pt,white,train,skipped (already processed),,
p36hZJQpLoQ,p36hZJQpLoQ_ASL Vocabulary (Spring 2018).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_p36hZJQpLoQ.pt,what,train,success,64,1629
p36hZJQpLoQ,p36hZJQpLoQ_ASL Vocabulary (Spring 2018).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_p36hZJQpLoQ.pt,friend,train,success,72,1629
p36hZJQpLoQ,p36hZJQpLoQ_ASL Vocabulary (Spring 2018).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_p36hZJQpLoQ.pt,sister,train,success,61,1629
p36hZJQpLoQ,p36hZJQpLoQ_ASL Vocabulary (Spring 2018).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_p36hZJQpLoQ.pt,boy,train,success,62,1629
p36hZJQpLoQ,p36hZJQpLoQ_ASL Vocabulary (Spring 2018).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_p36hZJQpLoQ.pt,hello,train,success,53,1629
p67ss5Yhjbk,p67ss5Yhjbk_NICE.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_p67ss5Yhjbk.pt,nice,train,success,75,1629
FECmADZAuxI,FECmADZAuxI.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_FECmADZAuxI.pt,like,train,success,70,1629
FECmADZAuxI,FECmADZAuxI.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_FECmADZAuxI.pt,like,train,skipped (already processed),,
P4QA138QqZc,P4QA138QqZc_Good.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_P4QA138QqZc.pt,good,train,success,77,1629
Tckw40A23Bc,Tckw40A23Bc_Unit 8 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_Tckw40A23Bc.pt,friend,train,success,62,1629
Tckw40A23Bc,Tckw40A23Bc_Unit 8 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_Tckw40A23Bc.pt,friend,train,skipped (already processed),,
wm-dxopEZT8,wm-dxopEZT8_ASL： Teacher מורה.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_wm-dxopEZT8.pt,teacher,train,success,105,1629
SbXfT74yfDI,SbXfT74yfDI.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_SbXfT74yfDI.pt,like,train,success,90,1629
8Ei9aj133DM,8Ei9aj133DM_Boy.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_8Ei9aj133DM.pt,boy,train,success,121,1629
toXpklFYUtI,toXpklFYUtI_sister - ASL sign for sister.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_toXpklFYUtI.pt,sister,train,success,81,1629
toXpklFYUtI,toXpklFYUtI_sister - ASL sign for sister.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_toXpklFYUtI.pt,sister,train,skipped (already processed),,
Xt6F1wT394I,Xt6F1wT394I.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_Xt6F1wT394I.pt,like,train,success,132,1629
TpsMdNqKNpg,TpsMdNqKNpg_HAPPY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_TpsMdNqKNpg.pt,happy,train,success,41,1629
6428Q0atPDA,6428Q0atPDA.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_6428Q0atPDA.pt,white,train,success,120,1629
QB44Vddoi-w,QB44Vddoi-w_How to sign 'Hello'.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_QB44Vddoi-w.pt,hello,train,success,50,1629
-Dt1B2UYfvc,-Dt1B2UYfvc_big - ASL sign for big.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_-Dt1B2UYfvc.pt,big,train,success,121,1629
-Dt1B2UYfvc,-Dt1B2UYfvc_big - ASL sign for big.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_-Dt1B2UYfvc.pt,big,train,skipped (already processed),,
k0T-yY_HrEQ,k0T-yY_HrEQ_Baby Language Song (ASL) Basic Words and Commands #4 by Patty Shukla.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_k0T-yY_HrEQ.pt,go,train,success,118,1629
k0T-yY_HrEQ,k0T-yY_HrEQ_Baby Language Song (ASL) Basic Words and Commands #4 by Patty Shukla.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_k0T-yY_HrEQ.pt,go,train,skipped (already processed),,
k0T-yY_HrEQ,k0T-yY_HrEQ_Baby Language Song (ASL) Basic Words and Commands #4 by Patty Shukla.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_k0T-yY_HrEQ.pt,go,train,skipped (already processed),,
k0T-yY_HrEQ,k0T-yY_HrEQ_Baby Language Song (ASL) Basic Words and Commands #4 by Patty Shukla.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_k0T-yY_HrEQ.pt,go,train,skipped (already processed),,
k0T-yY_HrEQ,k0T-yY_HrEQ_Baby Language Song (ASL) Basic Words and Commands #4 by Patty Shukla.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_k0T-yY_HrEQ.pt,go,train,skipped (already processed),,
csBb71UPN8E,csBb71UPN8E_ASL ABC Song ｜ NEW with ASL Letters and Signs.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_csBb71UPN8E.pt,friend,train,success,86,1629
ZXHHO_DY6_A,ZXHHO_DY6_A_HAPPY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_ZXHHO_DY6_A.pt,happy,train,success,90,1629
